problem_name,constructive_heuristic,perturbative_heuristic,best_cost,average_cost,worst_cost
kroD100.tsp,NearestNeighbour,TwoOpt,22484.10,23352.02,24353.17
kroD100.tsp,NearestNeighbour,NodeSwap,24619.70,26682.52,29196.39
kroD100.tsp,NearestNeighbour,NodeShift,24211.13,25627.65,26909.46
kroD100.tsp,SemiGreedyNearestNeighbour,---,40857.30,45073.39,52102.75
kroD100.tsp,SemiGreedyNearestNeighbour,TwoOpt,22252.30,23377.47,24585.30
kroD100.tsp,SemiGreedyNearestNeighbour,NodeSwap,25212.23,28890.57,31767.61
kroD100.tsp,SemiGreedyNearestNeighbour,NodeShift,25786.49,27821.21,30886.36
kroD100.tsp,CheapestInsertion,---,24014.83,24979.12,25507.50
kroD100.tsp,CheapestInsertion,TwoOpt,22850.61,23394.68,23793.10
kroD100.tsp,CheapestInsertion,NodeSwap,23538.20,24632.34,25113.12
kroD100.tsp,CheapestInsertion,NodeShift,22959.83,23705.08,24089.29
kroD100.tsp,SemiGreedyCheapestInsertion,---,25871.00,28166.89,29592.58
kroD100.tsp,SemiGreedyCheapestInsertion,TwoOpt,22241.93,23171.43,24384.94
kroD100.tsp,SemiGreedyCheapestInsertion,NodeSwap,24043.35,25118.18,26234.29
kroD100.tsp,SemiGreedyCheapestInsertion,NodeShift,22786.72,24034.90,25661.76
kroD100.tsp,RandomInsertion,---,22181.08,23078.40,23919.67
kroD100.tsp,RandomInsertion,TwoOpt,21932.78,22652.53,24220.62
kroD100.tsp,RandomInsertion,NodeSwap,22404.59,23011.53,24417.85
kroD100.tsp,RandomInsertion,NodeShift,21834.55,22619.50,23348.74
kroD100.tsp,MSTSimple,---,26604.45,27392.48,28359.79
kroD100.tsp,MSTSimple,TwoOpt,22170.17,22575.88,22892.62
kroD100.tsp,MSTSimple,NodeSwap,23597.82,25246.09,26508.05
kroD100.tsp,MSTSimple,NodeShift,22986.47,23759.23,24356.38
kroE100.tsp,NearestNeighbour,---,25248.13,27162.35,29326.28
kroE100.tsp,NearestNeighbour,TwoOpt,22934.71,23488.35,24102.31
kroE100.tsp,NearestNeighbour,NodeSwap,23948.72,25236.36,26319.89
kroE100.tsp,NearestNeighbour,NodeShift,23486.78,24802.18,26103.03
kroE100.tsp,SemiGreedyNearestNeighbour,---,39774.79,44220.46,48117.40
kroE100.tsp,SemiGreedyNearestNeighbour,TwoOpt,23412.46,24103.33,24668.14
kroE100.tsp,SemiGreedyNearestNeighbour,NodeSwap,28221.49,30553.87,32790.23
kroE100.tsp,SemiGreedyNearestNeighbour,NodeShift,26437.01,28437.92,30909.93
kroE100.tsp,CheapestInsertion,---,25361.17,25834.93,26103.29
kroE100.tsp,CheapestInsertion,TwoOpt,23262.73,24103.83,25544.72
kroE100.tsp,CheapestInsertion,NodeSwap,24387.17,25096.49,25482.14
kroE100.tsp,CheapestInsertion,NodeShift,22535.86,23669.55,23940.42
kroE100.tsp,SemiGreedyCheapestInsertion,---,26083.04,28314.54,29529.95
kroE100.tsp,SemiGreedyCheapestInsertion,TwoOpt,22644.16,23910.04,24891.80
kroE100.tsp,SemiGreedyCheapestInsertion,NodeSwap,24809.07,25712.42,26519.64
kroE100.tsp,SemiGreedyCheapestInsertion,NodeShift,22505.78,23825.94,25350.08
kroE100.tsp,RandomInsertion,---,23643.67,24027.69,24551.29
kroE100.tsp,RandomInsertion,TwoOpt,22675.20,23384.06,24735.07
kroE100.tsp,RandomInsertion,NodeSwap,23164.91,23826.69,24602.44
kroE100.tsp,RandomInsertion,NodeShift,22325.62,23234.16,24165.75
kroE100.tsp,MSTSimple,---,27978.78,29860.35,31219.94
kroE100.tsp,MSTSimple,TwoOpt,22590.38,23060.30,23783.03
kroE100.tsp,MSTSimple,NodeSwap,25210.41,26199.71,27233.75
kroE100.tsp,MSTSimple,NodeShift,24778.07,25667.32,26861.73
lin105.tsp,NearestNeighbour,---,16939.44,18232.64,19717.97
lin105.tsp,NearestNeighbour,TwoOpt,15025.31,15362.09,16390.78
lin105.tsp,NearestNeighbour,NodeSwap,16419.64,18076.86,19093.65
lin105.tsp,NearestNeighbour,NodeShift,15061.84,16029.80,17418.91
lin105.tsp,SemiGreedyNearestNeighbour,---,27952.29,31404.28,34744.62
lin105.tsp,SemiGreedyNearestNeighbour,TwoOpt,15150.05,15746.01,16409.30
lin105.tsp,SemiGreedyNearestNeighbour,NodeSwap,19415.15,20573.29,22982.81
lin105.tsp,SemiGreedyNearestNeighbour,NodeShift,17166.29,18599.00,20803.31
lin105.tsp,CheapestInsertion,---,16649.41,17108.96,17551.16
