problem_name,constructive_heuristic,perturbative_heuristic,best_cost,average_cost,worst_cost
lin105.tsp,SemiGreedyNearestNeighbour,---,28571.72,32051.49,34635.61
lin105.tsp,SemiGreedyNearestNeighbour,TwoOpt,15233.82,15617.48,16168.86
lin105.tsp,SemiGreedyNearestNeighbour,NodeSwap,18771.29,20952.43,23513.14
lin105.tsp,SemiGreedyNearestNeighbour,NodeShift,16871.47,18813.28,20506.80
lin105.tsp,CheapestInsertion,---,16934.62,17367.02,17804.19
lin105.tsp,CheapestInsertion,TwoOpt,15561.48,16167.20,16528.46
lin105.tsp,CheapestInsertion,NodeSwap,16514.14,16936.16,17210.16
lin105.tsp,CheapestInsertion,NodeShift,15535.22,15850.77,16364.93
lin105.tsp,SemiGreedyCheapestInsertion,---,19550.67,20006.17,20573.86
lin105.tsp,SemiGreedyCheapestInsertion,TwoOpt,15197.69,15746.17,16493.83
lin105.tsp,SemiGreedyCheapestInsertion,NodeSwap,16187.23,17257.76,18530.55
lin105.tsp,SemiGreedyCheapestInsertion,NodeShift,15486.04,16193.29,16991.39
lin105.tsp,SemiGreedyRandomInsertion,---,23131.83,24120.31,25518.23
lin105.tsp,SemiGreedyRandomInsertion,TwoOpt,14950.66,15538.07,16019.91
lin105.tsp,SemiGreedyRandomInsertion,NodeSwap,18175.11,19482.41,20734.72
lin105.tsp,SemiGreedyRandomInsertion,NodeShift,16992.22,17659.26,18799.12
lin105.tsp,MSTSimple,---,19210.21,19427.63,19925.00
lin105.tsp,MSTSimple,TwoOpt,15245.82,15533.24,16056.34
lin105.tsp,MSTSimple,NodeSwap,16620.57,17486.88,18013.86
lin105.tsp,MSTSimple,NodeShift,15979.75,16369.18,17209.70
lin318.tsp,NearestNeighbour,---,50423.49,52056.89,55092.39
lin318.tsp,NearestNeighbour,TwoOpt,44666.81,45845.46,46565.13
lin318.tsp,NearestNeighbour,NodeSwap,50206.83,51518.94,52555.56
lin318.tsp,NearestNeighbour,NodeShift,47879.97,48463.22,49066.24
lin318.tsp,SemiGreedyNearestNeighbour,---,86216.89,91346.40,95442.35
lin318.tsp,SemiGreedyNearestNeighbour,TwoOpt,45129.02,46558.66,48346.92
lin318.tsp,SemiGreedyNearestNeighbour,NodeSwap,57056.69,61796.02,64629.79
