trainPct,selectionStrategy,evaluationMetric,accuracyPct,constructionTime,nodeCount,treeDepth,buyingDepth,maintDepth,doorsDepth,personsDepth,lugBootDepth,safetyDepth
25,BEST,GINI_IMPURITY,86.0340,0.4332,156,6,2.00,3.25,3.83,1.00,4.00,0.00
25,BEST,GINI_IMPURITY,88.2716,0.5072,190,6,2.57,3.08,4.00,0.00,4.25,1.00
25,BEST,GINI_IMPURITY,84.2593,0.4752,192,6,3.27,3.47,4.00,1.00,3.90,0.00
25,BEST,GINI_IMPURITY,85.8796,0.6053,201,6,3.00,3.50,4.06,1.00,3.89,0.00
25,BEST,GINI_IMPURITY,85.8025,0.9212,170,6,2.50,3.47,4.09,1.00,3.75,0.00
25,BEST,GINI_IMPURITY,84.2593,0.5412,181,6,2.67,3.35,3.62,0.00,4.44,1.00
25,TOP_THREE,INFORMATION_GAIN,78.2407,0.6773,306,6,3.50,4.27,3.53,3.13,3.68,0.00
25,TOP_THREE,INFORMATION_GAIN,78.7037,0.6162,341,6,3.71,3.54,3.95,0.00,3.81,3.90
25,TOP_THREE,INFORMATION_GAIN,71.2191,0.6157,305,6,3.60,3.55,3.60,0.00,3.15,3.88
25,TOP_THREE,INFORMATION_GAIN,76.3889,0.5997,286,6,3.88,3.25,3.33,3.70,3.14,0.00
25,TOP_THREE,INFORMATION_GAIN,82.3302,0.6304,265,6,3.27,4.00,3.73,0.00,4.16,3.00
25,TOP_THREE,INFORMATION_GAIN,81.7901,0.6565,295,6,1.00,2.85,3.90,0.00,4.04,3.92
25,TOP_THREE,INFORMATION_GAIN,77.0062,0.7401,309,6,0.00,3.50,3.76,1.00,3.87,3.84
25,TOP_THREE,INFORMATION_GAIN,83.3333,0.6105,283,6,4.07,4.09,4.15,0.00,3.40,1.00
25,TOP_THREE,INFORMATION_GAIN,77.7778,0.6532,320,6,3.44,4.06,3.29,3.85,3.72,0.00
25,TOP_THREE,INFORMATION_GAIN,75.9259,0.7369,350,6,0.00,3.61,3.71,2.57,3.67,4.04
25,TOP_THREE,INFORMATION_GAIN,73.7654,0.7098,355,6,3.80,3.73,3.25,3.91,4.00,0.00
25,TOP_THREE,INFORMATION_GAIN,72.6852,0.7619,383,6,0.00,2.89,3.77,3.27,3.82,4.23
25,TOP_THREE,INFORMATION_GAIN,76.9290,0.731,341,6,3.91,1.00,3.61,3.87,3.54,0.00
25,TOP_THREE,INFORMATION_GAIN,78.2407,0.7043,340,6,4.00,1.00,4.00,3.70,3.31,0.00
25,TOP_THREE,INFORMATION_GAIN,76.0031,0.8255,408,6,0.00,3.89,3.68,3.58,3.33,4.03
25,TOP_THREE,INFORMATION_GAIN,79.1667,0.6489,335,6,4.24,3.81,3.82,3.69,3.71,0.00
25,TOP_THREE,INFORMATION_GAIN,82.4846,0.6227,258,6,2.89,2.57,3.46,3.77,3.81,0.00
25,TOP_THREE,INFORMATION_GAIN,74.2284,0.6829,344,6,1.00,4.11,3.59,0.00,3.68,3.77
25,TOP_THREE,INFORMATION_GAIN,78.4722,0.642,318,6,3.53,4.25,3.75,4.00,3.00,0.00
25,TOP_THREE,INFORMATION_GAIN,77.3148,0.6758,322,6,4.08,1.00,3.81,0.00,3.88,3.56
25,TOP_THREE,GINI_IMPURITY,79.8611,0.5888,262,6,3.13,4.13,3.71,3.43,3.50,0.00
25,TOP_THREE,GINI_IMPURITY,71.6049,0.7707,400,6,3.57,0.00,3.70,3.81,3.20,3.84
25,TOP_THREE,GINI_IMPURITY,80.8642,0.7202,255,6,3.53,3.83,4.14,3.36,3.53,0.00
25,TOP_THREE,GINI_IMPURITY,77.9321,0.6055,317,6,3.96,3.43,3.81,0.00,3.81,3.64
25,TOP_THREE,GINI_IMPURITY,77.9321,0.6983,264,6,1.00,3.00,3.60,3.73,3.82,0.00
25,TOP_THREE,GINI_IMPURITY,76.5432,0.7468,379,6,3.86,0.00,3.44,3.38,3.83,3.74
25,TOP_THREE,GINI_IMPURITY,83.8735,0.7184,326,6,0.00,4.17,3.91,3.29,3.53,3.06
25,TOP_THREE,GINI_IMPURITY,80.2469,0.6452,355,6,4.30,4.41,3.95,1.00,3.00,0.00
25,TOP_THREE,GINI_IMPURITY,83.3333,0.6536,306,6,3.69,2.33,4.05,3.64,3.86,0.00
25,TOP_THREE,GINI_IMPURITY,78.1636,0.621,278,6,3.36,3.46,3.81,0.00,3.89,3.79
25,TOP_THREE,GINI_IMPURITY,76.0802,0.7507,366,6,0.00,2.50,3.58,4.08,3.97,3.77
25,TOP_THREE,GINI_IMPURITY,77.1605,0.7337,345,6,0.00,3.46,3.62,3.44,3.93,3.82
25,TOP_THREE,GINI_IMPURITY,76.3889,0.6763,334,6,3.00,1.00,3.83,0.00,3.96,3.94
25,TOP_THREE,GINI_IMPURITY,73.7654,0.7608,372,6,4.00,0.00,3.61,3.68,3.29,3.33
25,TOP_THREE,GINI_IMPURITY,77.0062,0.7244,351,6,3.60,0.00,3.64,3.05,3.96,3.93
25,TOP_THREE,GINI_IMPURITY,77.0062,0.6857,348,6,3.36,3.80,3.79,4.03,3.23,0.00
25,TOP_THREE,GINI_IMPURITY,71.7593,0.6733,355,6,3.94,3.62,3.45,0.00,3.14,4.23
25,TOP_THREE,GINI_IMPURITY,79.0123,0.665,324,6,4.21,3.96,3.71,3.43,3.64,0.00
25,TOP_THREE,GINI_IMPURITY,83.5648,0.6379,295,6,2.43,4.00,3.69,0.00,4.04,3.43
25,TOP_THREE,GINI_IMPURITY,79.0123,0.6095,284,6,3.62,4.20,3.42,0.00,3.00,3.77
26,BEST,INFORMATION_GAIN,84.9101,0.5725,190,6,2.00,3.39,4.07,1.00,4.08,0.00
26,BEST,INFORMATION_GAIN,88.3503,0.558,163,6,3.13,3.27,4.00,1.00,3.91,0.00
26,BEST,INFORMATION_GAIN,86.3174,0.5916,172,6,2.50,3.15,3.93,1.00,4.00,0.00
26,BEST,INFORMATION_GAIN,88.0375,0.5577,191,6,2.00,3.07,4.06,1.00,4.00,0.00
26,BEST,INFORMATION_GAIN,87.1775,0.6856,189,6,2.50,3.17,4.00,2.50,4.00,0.00
26,BEST,INFORMATION_GAIN,87.1775,0.5251,174,6,2.00,3.45,4.00,1.00,4.00,0.00
26,BEST,INFORMATION_GAIN,88.4285,0.5286,183,6,3.50,3.47,3.82,1.00,4.00,0.00
26,BEST,INFORMATION_GAIN,84.5192,0.5504,203,6,3.53,3.25,3.91,1.00,4.00,0.00
26,BEST,INFORMATION_GAIN,87.4120,0.5475,190,6,3.00,3.58,3.89,1.00,3.92,0.00
26,BEST,INFORMATION_GAIN,86.6302,0.545,180,6,2.80,3.33,4.00,1.00,4.00,0.00
26,BEST,INFORMATION_GAIN,84.3628,0.5282,188,6,3.11,3.08,4.00,1.00,4.40,0.00
26,BEST,INFORMATION_GAIN,87.8812,0.64,173,6,2.86,3.44,4.22,1.00,3.56,0.00
26,BEST,INFORMATION_GAIN,88.7412,0.5684,200,6,3.10,2.90,4.14,1.00,4.17,0.00
26,BEST,INFORMATION_GAIN,88.0375,0.5283,174,6,2.86,3.44,4.00,1.00,3.63,0.00
26,BEST,INFORMATION_GAIN,87.0993,0.5203,187,6,2.67,3.08,4.07,1.00,3.93,0.00
26,BEST,INFORMATION_GAIN,87.0993,0.5617,174,6,3.00,3.39,4.11,1.00,3.88,0.00
26,BEST,INFORMATION_GAIN,87.1775,0.5244,169,6,3.11,3.17,4.17,1.00,3.67,0.00
26,BEST,INFORMATION_GAIN,87.7248,0.5257,200,6,3.00,3.47,4.08,1.00,4.10,0.00
26,BEST,INFORMATION_GAIN,88.8194,0.5152,196,6,3.22,3.53,4.10,1.00,3.71,0.00
26,BEST,INFORMATION_GAIN,85.2228,0.5034,189,6,3.64,2.92,4.17,1.00,4.00,0.00
26,BEST,GINI_IMPURITY,86.1611,0.4789,177,6,2.00,3.20,4.15,1.00,4.31,0.00
26,BEST,GINI_IMPURITY,87.0211,0.5065,173,6,3.33,3.09,3.82,1.00,4.11,0.00
26,BEST,GINI_IMPURITY,89.0539,0.5104,203,6,3.42,3.68,4.00,1.00,3.82,0.00
26,BEST,GINI_IMPURITY,87.8812,0.4788,175,6,2.80,2.88,4.07,1.00,3.91,0.00
26,BEST,GINI_IMPURITY,86.3956,0.5099,208,6,3.67,3.79,4.25,1.00,3.17,0.00
26,BEST,GINI_IMPURITY,84.1282,0.4993,182,6,3.00,3.56,4.00,1.00,3.88,0.00
26,BEST,GINI_IMPURITY,86.6302,0.493,213,6,2.78,3.53,4.00,0.00,4.44,1.00
26,BEST,GINI_IMPURITY,88.5066,0.5052,196,6,3.00,3.62,3.86,0.00,4.07,1.00
26,BEST,GINI_IMPURITY,85.0665,0.474,166,6,2.71,3.23,3.90,1.00,4.17,0.00
26,BEST,GINI_IMPURITY,87.9593,0.6866,193,6,2.80,3.09,4.13,1.00,4.08,0.00
26,BEST,GINI_IMPURITY,83.1118,0.8643,201,6,3.40,3.29,3.79,1.00,4.08,0.00
26,BEST,GINI_IMPURITY,88.6630,0.6593,180,6,2.50,3.47,4.20,0.00,3.80,1.00
26,BEST,GINI_IMPURITY,85.4574,0.5147,167,6,3.00,3.00,4.15,1.00,3.82,0.00
26,BEST,GINI_IMPURITY,87.4902,0.4656,184,6,1.67,3.25,4.07,2.00,3.83,0.00
26,BEST,GINI_IMPURITY,84.4410,0.4528,168,6,3.50,3.20,3.71,1.00,3.67,0.00
26,BEST,GINI_IMPURITY,87.1775,0.4581,162,6,3.00,3.44,3.67,1.00,3.75,0.00
26,BEST,GINI_IMPURITY,89.1321,0.5119,191,6,3.50,3.17,4.44,1.00,4.00,0.00
26,BEST,GINI_IMPURITY,85.7701,0.4865,200,6,2.00,3.33,3.60,1.00,4.39,0.00
26,BEST,GINI_IMPURITY,88.6630,0.5203,186,6,3.36,3.20,4.17,0.00,3.75,1.00
26,BEST,GINI_IMPURITY,85.0665,0.5161,186,6,3.23,3.18,4.00,1.00,3.83,0.00
26,TOP_THREE,INFORMATION_GAIN,82.0954,0.5911,277,6,3.92,3.77,3.88,1.00,3.94,0.00
26,TOP_THREE,INFORMATION_GAIN,79.7498,0.7031,318,6,0.00,3.18,3.95,3.37,3.65,3.43
26,TOP_THREE,INFORMATION_GAIN,82.5645,0.6329,330,6,3.89,4.15,4.09,1.80,3.95,0.00
26,TOP_THREE,INFORMATION_GAIN,81.0790,0.9958,325,6,3.27,4.00,3.86,3.65,3.79,0.00
26,TOP_THREE,INFORMATION_GAIN,75.9969,0.7127,365,6,3.69,4.05,3.29,0.00,3.79,4.00
26,TOP_THREE,INFORMATION_GAIN,78.7334,0.6043,324,6,2.83,4.15,3.76,4.05,3.75,0.00
26,TOP_THREE,INFORMATION_GAIN,80.5317,0.6484,351,6,1.00,4.00,3.88,3.50,4.06,0.00
26,TOP_THREE,INFORMATION_GAIN,81.6263,0.6272,270,6,4.00,1.00,3.84,2.83,3.86,0.00
26,TOP_THREE,INFORMATION_GAIN,77.7952,1.1002,302,6,3.75,1.00,3.72,3.96,3.43,0.00
26,TOP_THREE,INFORMATION_GAIN,81.3135,1.1546,342,6,0.00,3.62,3.63,3.60,3.74,3.79
26,TOP_THREE,INFORMATION_GAIN,81.0790,0.7325,314,6,0.00,3.79,4.00,3.33,3.37,3.88
26,TOP_THREE,INFORMATION_GAIN,68.4128,0.7083,428,6,0.00,3.79,3.10,3.72,3.62,3.71
26,TOP_THREE,INFORMATION_GAIN,71.1493,0.7053,401,6,0.00,2.80,3.62,3.66,3.77,3.84
26,TOP_THREE,INFORMATION_GAIN,78.1861,0.6316,375,6,4.21,3.67,3.84,3.88,3.88,0.00
26,TOP_THREE,INFORMATION_GAIN,79.0461,0.6584,380,6,4.10,4.13,3.85,3.92,3.36,0.00
26,TOP_THREE,INFORMATION_GAIN,74.2768,0.6501,383,6,1.00,3.97,3.61,0.00,3.62,4.08
26,TOP_THREE,INFORMATION_GAIN,76.8569,0.6887,355,6,0.00,3.74,3.82,4.00,3.71,2.29
26,TOP_THREE,INFORMATION_GAIN,75.8405,0.7159,364,6,3.13,0.00,3.96,4.08,3.59,3.36
26,TOP_THREE,INFORMATION_GAIN,81.0790,0.6372,312,6,1.00,3.71,3.83,3.78,3.94,0.00
26,TOP_THREE,INFORMATION_GAIN,79.3589,0.7323,315,6,1.00,3.93,3.77,0.00,4.00,3.58
26,TOP_THREE,GINI_IMPURITY,80.1407,0.5778,296,6,3.86,3.56,3.81,3.55,4.00,0.00
26,TOP_THREE,GINI_IMPURITY,76.2314,0.6093,350,6,4.38,2.83,3.75,0.00,3.91,3.67
26,TOP_THREE,GINI_IMPURITY,76.0751,0.5619,309,6,3.33,4.00,3.74,0.00,3.42,3.84
26,TOP_THREE,GINI_IMPURITY,75.3714,0.7701,358,6,0.00,3.21,3.71,3.36,3.65,3.94
26,TOP_THREE,GINI_IMPURITY,79.7498,0.8164,334,6,0.00,1.00,3.63,3.54,3.75,3.67
26,TOP_THREE,GINI_IMPURITY,78.5770,0.5575,308,6,4.44,4.11,3.25,0.00,3.67,1.00
26,TOP_THREE,GINI_IMPURITY,77.4042,0.6099,366,6,4.00,4.00,3.88,0.00,3.65,3.92
26,TOP_THREE,GINI_IMPURITY,81.7826,0.5936,303,6,3.94,3.90,3.67,3.78,3.50,0.00
26,TOP_THREE,GINI_IMPURITY,82.8772,0.5335,279,6,4.05,4.21,3.30,0.00,3.73,1.00
26,TOP_THREE,GINI_IMPURITY,83.2682,0.5773,304,6,3.94,3.90,4.00,0.00,3.90,3.00
26,TOP_THREE,GINI_IMPURITY,72.2439,0.6756,402,6,0.00,3.56,3.52,4.16,3.72,3.76
26,TOP_THREE,GINI_IMPURITY,76.5442,0.7114,387,6,2.50,0.00,3.70,3.68,3.88,3.48
26,TOP_THREE,GINI_IMPURITY,77.8733,0.6561,346,6,3.65,0.00,3.33,3.29,3.97,3.65
26,TOP_THREE,GINI_IMPURITY,82.1736,0.5844,316,6,4.19,3.95,3.67,3.47,3.45,0.00
26,TOP_THREE,GINI_IMPURITY,78.5770,0.5619,311,6,3.81,3.83,3.78,0.00,3.92,3.88
26,TOP_THREE,GINI_IMPURITY,75.5278,0.6694,367,6,0.00,3.77,3.53,3.79,3.26,3.83
26,TOP_THREE,GINI_IMPURITY,72.2439,0.5899,374,6,3.45,3.73,3.47,0.00,3.83,4.08
26,TOP_THREE,GINI_IMPURITY,74.1204,0.6889,386,6,1.40,0.00,3.72,3.32,3.70,3.91
26,TOP_THREE,GINI_IMPURITY,80.7662,0.6329,309,6,3.93,4.00,4.00,0.00,3.54,3.57
26,TOP_THREE,GINI_IMPURITY,78.9679,0.572,309,6,3.58,3.45,3.72,3.83,3.39,0.00
27,BEST,INFORMATION_GAIN,87.1531,0.5385,192,6,2.57,3.27,4.13,1.00,4.10,0.00
27,BEST,INFORMATION_GAIN,88.1047,0.5662,183,6,3.00,3.29,4.13,1.00,3.87,0.00
27,BEST,INFORMATION_GAIN,85.8049,0.5204,194,6,2.57,3.43,3.92,1.00,4.00,0.00
27,BEST,INFORMATION_GAIN,87.3910,0.5399,187,6,2.00,3.22,4.00,1.00,4.18,0.00
27,BEST,INFORMATION_GAIN,86.4393,0.498,170,6,2.67,3.33,4.20,1.00,3.83,0.00
27,BEST,INFORMATION_GAIN,88.5012,0.5285,205,6,2.00,3.22,4.07,1.00,4.24,0.00
27,BEST,INFORMATION_GAIN,87.4703,0.5377,195,6,2.00,3.25,4.27,1.00,3.80,0.00
27,BEST,INFORMATION_GAIN,87.3117,0.5132,183,6,3.20,2.78,4.00,1.00,3.91,0.00
27,BEST,INFORMATION_GAIN,87.3910,0.5082,179,6,2.80,3.33,4.17,1.00,3.82,0.00
27,BEST,INFORMATION_GAIN,85.4877,0.526,202,6,3.10,3.44,3.82,1.00,4.00,0.00
27,BEST,INFORMATION_GAIN,85.6463,0.5056,173,6,2.57,3.08,4.00,1.00,4.08,0.00
27,BEST,INFORMATION_GAIN,86.0428,0.5059,168,6,3.69,2.88,4.00,1.00,3.80,0.00
27,BEST,INFORMATION_GAIN,85.4877,0.4946,185,6,3.27,3.42,3.92,1.00,3.80,0.00
27,BEST,INFORMATION_GAIN,87.7082,0.5279,192,6,2.50,3.39,4.07,1.00,4.10,0.00
27,BEST,INFORMATION_GAIN,87.8668,0.5282,200,6,2.00,3.31,4.12,1.00,4.21,0.00
27,BEST,INFORMATION_GAIN,86.2807,0.6209,188,6,2.67,3.42,3.92,1.00,4.30,0.00
27,BEST,INFORMATION_GAIN,87.7082,0.5098,169,6,2.67,3.39,4.00,1.00,3.89,0.00
27,BEST,INFORMATION_GAIN,88.8184,0.5119,193,6,2.00,3.29,4.33,1.00,3.92,0.00
27,BEST,INFORMATION_GAIN,86.2014,0.5058,187,6,2.00,3.18,4.00,1.00,4.36,0.00
27,BEST,INFORMATION_GAIN,86.8358,0.5264,195,6,2.00,3.24,4.00,1.00,4.13,0.00
27,BEST,GINI_IMPURITY,87.0738,0.5084,201,6,3.13,3.07,4.06,1.00,3.92,0.00
27,BEST,GINI_IMPURITY,87.5496,0.4915,185,6,3.57,3.50,3.90,0.00,3.40,1.00
27,BEST,GINI_IMPURITY,86.6772,0.4742,175,6,2.83,3.08,4.09,1.00,4.00,0.00
27,BEST,GINI_IMPURITY,87.3117,0.5249,197,6,3.50,3.25,4.08,0.00,4.08,1.00
27,BEST,GINI_IMPURITY,86.8358,0.5204,179,6,3.00,3.00,4.08,1.00,4.00,0.00
27,BEST,GINI_IMPURITY,90.0872,0.6058,198,6,2.57,3.14,4.18,1.00,4.00,0.00
27,BEST,GINI_IMPURITY,86.5979,0.6598,199,6,2.00,3.25,4.16,1.00,4.18,0.00
27,BEST,GINI_IMPURITY,87.2324,0.5406,173,6,2.71,3.14,4.00,1.00,3.89,0.00
27,BEST,GINI_IMPURITY,86.9944,0.5646,194,6,2.00,3.07,4.06,1.00,4.17,0.00
27,BEST,GINI_IMPURITY,85.7256,0.6219,188,6,3.25,3.08,3.85,0.00,4.07,1.00
27,BEST,GINI_IMPURITY,88.9770,0.6016,203,6,2.00,3.06,4.29,1.00,4.07,0.00
27,BEST,GINI_IMPURITY,86.8358,0.6899,190,6,3.00,3.25,3.79,0.00,4.25,1.00
27,BEST,GINI_IMPURITY,85.7256,0.5049,190,6,2.71,3.00,4.13,1.00,4.08,0.00
27,BEST,GINI_IMPURITY,85.5670,0.4816,180,6,2.50,3.50,4.00,0.00,4.10,1.00
27,BEST,GINI_IMPURITY,84.4568,0.5292,216,6,2.90,2.90,3.89,1.00,4.44,0.00
27,BEST,GINI_IMPURITY,87.3117,0.5034,209,6,2.00,3.47,4.00,0.00,4.18,1.00
27,BEST,GINI_IMPURITY,83.5845,0.5069,185,6,3.11,3.21,3.82,1.00,4.08,0.00
27,BEST,GINI_IMPURITY,87.6289,0.5085,184,6,2.80,3.00,4.18,1.00,4.22,0.00
27,BEST,GINI_IMPURITY,86.5979,0.5257,214,6,3.11,3.35,3.85,1.00,4.19,0.00
27,BEST,GINI_IMPURITY,86.9944,0.4911,178,6,2.57,3.14,4.07,1.00,4.00,0.00
27,TOP_THREE,INFORMATION_GAIN,78.9849,0.7183,373,6,0.00,3.67,3.69,3.83,4.04,2.56
27,TOP_THREE,INFORMATION_GAIN,83.4259,0.6077,318,6,4.12,3.33,3.89,0.00,4.04,3.00
27,TOP_THREE,INFORMATION_GAIN,77.7161,0.6303,332,6,1.00,3.64,3.58,0.00,4.04,3.82
27,TOP_THREE,INFORMATION_GAIN,84.6947,0.6137,298,6,1.67,4.34,3.94,1.80,3.71,0.00
27,TOP_THREE,INFORMATION_GAIN,78.5091,0.6714,375,6,3.50,4.33,3.80,3.68,3.81,0.00
27,TOP_THREE,INFORMATION_GAIN,75.9715,0.8231,348,6,3.22,4.12,3.81,0.00,3.33,3.84
27,TOP_THREE,INFORMATION_GAIN,76.5266,0.9192,364,6,3.58,1.00,3.74,0.00,3.83,4.22
27,TOP_THREE,INFORMATION_GAIN,73.9889,0.8557,406,6,0.00,3.23,3.71,3.19,4.25,3.77
27,TOP_THREE,INFORMATION_GAIN,80.0952,1.2112,344,6,0.00,3.82,3.83,2.50,4.04,3.86
27,TOP_THREE,INFORMATION_GAIN,78.2712,1.1159,366,6,4.07,3.96,3.73,3.91,3.74,0.00
27,TOP_THREE,INFORMATION_GAIN,76.2887,1.1161,319,6,3.76,4.13,3.74,3.61,3.74,0.00
27,TOP_THREE,INFORMATION_GAIN,77.0817,1.2227,346,6,3.67,1.80,3.47,4.03,4.00,0.00
27,TOP_THREE,INFORMATION_GAIN,77.3989,1.3097,431,6,1.00,4.23,3.42,0.00,3.79,3.91
27,TOP_THREE,INFORMATION_GAIN,79.0642,1.1825,321,6,3.27,3.63,4.00,3.59,3.81,0.00
27,TOP_THREE,INFORMATION_GAIN,80.6503,1.0347,310,6,4.26,3.71,3.67,0.00,4.20,1.00
27,TOP_THREE,INFORMATION_GAIN,76.0508,0.8563,346,6,0.00,3.50,3.91,3.43,3.52,3.48
27,TOP_THREE,INFORMATION_GAIN,74.7819,0.8012,407,6,3.71,1.00,3.88,0.00,3.94,4.03
27,TOP_THREE,INFORMATION_GAIN,80.6503,0.6286,312,6,3.58,1.67,3.95,0.00,4.14,3.80
27,TOP_THREE,INFORMATION_GAIN,70.4996,3.1158,437,6,4.11,1.00,3.54,4.21,3.50,0.00
27,TOP_THREE,INFORMATION_GAIN,75.8921,0.7657,351,6,0.00,3.67,3.53,2.71,3.88,3.96
27,TOP_THREE,GINI_IMPURITY,71.6098,0.7981,428,6,0.00,3.94,3.44,4.03,3.46,3.62
27,TOP_THREE,GINI_IMPURITY,72.7994,0.6682,393,6,4.09,3.36,3.42,0.00,3.85,4.13
27,TOP_THREE,GINI_IMPURITY,80.0159,0.5979,295,6,4.13,3.67,3.74,0.00,3.60,3.73
27,TOP_THREE,GINI_IMPURITY,75.8921,0.6792,365,6,0.00,3.73,3.88,3.83,3.67,2.71
27,TOP_THREE,GINI_IMPURITY,81.2847,0.5971,291,6,4.17,4.08,3.50,0.00,3.64,2.29
27,TOP_THREE,GINI_IMPURITY,79.9366,0.5701,288,6,4.05,4.16,3.69,1.00,3.94,0.00
27,TOP_THREE,GINI_IMPURITY,73.4338,0.7666,372,6,0.00,2.50,3.18,3.97,3.83,3.37
27,TOP_THREE,GINI_IMPURITY,74.1475,0.7843,395,6,0.00,3.95,3.55,3.43,3.97,3.57
27,TOP_THREE,GINI_IMPURITY,75.7335,0.7604,400,6,3.33,4.05,3.71,4.13,3.57,0.00
27,TOP_THREE,GINI_IMPURITY,77.7161,0.7812,395,6,3.25,0.00,3.78,3.68,3.81,3.78
27,TOP_THREE,GINI_IMPURITY,82.0777,0.6375,270,6,1.00,3.82,3.86,3.53,3.74,0.00
27,TOP_THREE,GINI_IMPURITY,78.7470,0.5926,293,6,3.95,4.21,3.89,0.00,3.36,3.50
27,TOP_THREE,GINI_IMPURITY,77.4782,0.6316,366,6,4.20,4.24,3.63,0.00,4.00,3.54
27,TOP_THREE,GINI_IMPURITY,79.6987,0.7268,361,6,3.82,4.12,3.84,4.00,3.14,0.00
27,TOP_THREE,GINI_IMPURITY,77.7954,0.6927,321,6,3.44,3.00,3.86,3.76,3.86,0.00
27,TOP_THREE,GINI_IMPURITY,76.9231,0.7468,366,6,3.60,3.93,3.70,0.00,3.11,4.12
27,TOP_THREE,GINI_IMPURITY,80.0159,0.7979,372,6,0.00,3.68,3.61,3.90,3.84,3.50
27,TOP_THREE,GINI_IMPURITY,75.9715,0.8377,363,6,3.67,3.60,3.83,4.06,0.00,2.85
27,TOP_THREE,GINI_IMPURITY,79.5400,0.6816,299,6,3.95,3.71,3.63,3.73,3.00,0.00
27,TOP_THREE,GINI_IMPURITY,75.9715,0.7643,406,6,3.00,3.60,3.48,0.00,3.87,4.28
28,BEST,INFORMATION_GAIN,87.6206,0.6237,167,6,3.00,3.38,3.75,1.00,4.18,0.00
28,BEST,INFORMATION_GAIN,87.2186,0.6735,200,6,2.57,3.14,4.23,1.00,4.06,0.00
28,BEST,INFORMATION_GAIN,85.2894,0.6069,164,6,3.23,3.22,3.89,1.00,3.80,0.00
28,BEST,INFORMATION_GAIN,88.5048,0.6176,197,6,3.00,3.57,3.78,1.00,4.00,0.00
28,BEST,INFORMATION_GAIN,86.9775,0.6007,205,6,3.00,3.44,4.29,1.00,3.78,0.00
28,BEST,INFORMATION_GAIN,89.5498,0.5958,197,6,3.00,3.15,4.17,1.00,4.00,0.00
28,BEST,INFORMATION_GAIN,87.8617,0.5589,208,6,3.29,3.50,4.07,1.00,3.90,0.00
28,BEST,INFORMATION_GAIN,88.0225,0.5792,216,6,1.67,3.42,3.94,2.40,4.13,0.00
28,BEST,INFORMATION_GAIN,84.6463,0.6141,187,6,3.27,3.00,4.00,1.00,3.91,0.00
28,BEST,INFORMATION_GAIN,88.1833,0.5443,190,6,3.65,3.31,4.00,0.00,3.75,1.00
28,BEST,INFORMATION_GAIN,86.8167,0.5406,182,6,3.08,2.57,4.07,1.00,3.92,0.00
28,BEST,INFORMATION_GAIN,87.8617,0.5472,197,6,2.57,3.15,3.93,1.00,4.29,0.00
28,BEST,INFORMATION_GAIN,87.2186,0.6161,236,6,3.00,3.07,4.10,1.00,4.44,0.00
28,BEST,INFORMATION_GAIN,85.5305,0.5615,173,6,2.50,3.23,3.92,1.00,3.92,0.00
28,BEST,INFORMATION_GAIN,84.2444,0.5903,212,6,3.31,2.57,4.00,1.00,4.36,0.00
28,BEST,INFORMATION_GAIN,87.7010,0.6156,200,6,3.55,3.21,4.08,1.00,3.93,0.00
28,BEST,INFORMATION_GAIN,85.7717,0.6375,212,6,3.00,3.38,4.15,1.00,4.20,0.00
28,BEST,INFORMATION_GAIN,86.8971,0.6114,183,6,2.50,3.14,4.20,1.00,3.91,0.00
28,BEST,INFORMATION_GAIN,86.9775,0.6251,195,6,2.92,2.57,4.11,1.00,4.36,0.00
28,BEST,INFORMATION_GAIN,88.3441,0.8127,196,6,2.88,2.92,4.13,1.00,4.07,0.00
28,BEST,GINI_IMPURITY,84.0032,0.6317,190,6,3.58,3.58,3.60,1.00,3.67,0.00
28,BEST,GINI_IMPURITY,87.6206,0.5657,167,6,3.38,3.18,3.80,1.00,3.71,0.00
28,BEST,GINI_IMPURITY,85.9325,0.5958,224,6,3.00,3.07,4.05,1.00,4.43,0.00
28,BEST,GINI_IMPURITY,89.8714,0.5914,207,6,3.46,3.60,4.27,1.00,3.71,0.00
28,BEST,GINI_IMPURITY,86.7363,0.5209,193,6,2.71,3.31,4.15,0.00,4.00,1.00
28,BEST,GINI_IMPURITY,87.2186,0.5572,198,6,2.00,3.32,3.93,1.00,4.17,0.00
28,BEST,GINI_IMPURITY,87.7010,0.5548,188,6,3.38,3.30,4.09,0.00,3.80,1.00
28,BEST,GINI_IMPURITY,86.0932,0.5362,178,6,2.57,3.36,4.33,0.00,3.83,1.00
28,BEST,GINI_IMPURITY,88.9068,0.5629,205,6,2.00,3.29,4.00,0.00,3.92,1.00
28,BEST,GINI_IMPURITY,84.9678,0.5475,186,6,2.00,3.33,4.00,1.00,4.00,0.00
28,BEST,GINI_IMPURITY,86.8167,0.5426,180,6,2.57,3.33,4.00,1.00,3.90,0.00
28,BEST,GINI_IMPURITY,86.5756,0.5359,178,6,3.33,3.50,3.83,1.00,3.63,0.00
28,BEST,GINI_IMPURITY,86.0129,0.5504,175,6,2.50,3.33,4.00,1.00,3.82,0.00
28,BEST,GINI_IMPURITY,87.4598,0.5647,201,6,3.36,3.58,4.36,1.00,3.56,0.00
28,BEST,GINI_IMPURITY,85.8521,0.5583,183,6,3.18,3.21,4.00,0.00,4.09,1.00
28,BEST,GINI_IMPURITY,83.1994,0.5351,195,6,3.17,3.43,3.92,1.00,4.00,0.00
