problem_name,constructive_heuristic,perturbative_heuristic,best_cost,average_cost,worst_cost
kroC100.tsp,MSTSimple,TwoOpt,21908.03,22598.82,23202.98
kroC100.tsp,MSTSimple,NodeSwap,25647.46,26250.23,27110.80
kroC100.tsp,MSTSimple,NodeShift,23807.19,24419.26,24885.02
kroD100.tsp,NearestNeighbour,---,26564.33,27885.33,29197.58
kroD100.tsp,NearestNeighbour,TwoOpt,22911.63,23370.93,24353.17
kroD100.tsp,NearestNeighbour,NodeSwap,25600.04,27050.22,27821.14
kroD100.tsp,NearestNeighbour,NodeShift,24536.95,25427.13,26435.96
kroD100.tsp,SemiGreedyNearestNeighbour,---,42730.77,46281.71,49080.73
kroD100.tsp,SemiGreedyNearestNeighbour,TwoOpt,22551.28,23292.88,24495.02
kroD100.tsp,SemiGreedyNearestNeighbour,NodeSwap,27622.92,30648.83,35482.88
kroD100.tsp,SemiGreedyNearestNeighbour,NodeShift,26633.11,28964.27,30527.45
kroD100.tsp,CheapestInsertion,---,24782.87,25178.69,25855.55
kroD100.tsp,CheapestInsertion,TwoOpt,22759.85,23497.37,24184.88
kroD100.tsp,CheapestInsertion,NodeSwap,24282.46,24729.60,25113.12
kroD100.tsp,CheapestInsertion,NodeShift,22202.48,23391.34,23967.03
kroD100.tsp,SemiGreedyCheapestInsertion,---,25976.66,27961.82,30240.07
kroD100.tsp,SemiGreedyCheapestInsertion,TwoOpt,22925.02,23580.85,25073.74
kroD100.tsp,SemiGreedyCheapestInsertion,NodeSwap,23052.34,24719.34,26616.67
kroD100.tsp,SemiGreedyCheapestInsertion,NodeShift,22302.44,23469.58,24665.24
kroD100.tsp,SemiGreedyRandomInsertion,---,32916.04,34238.71,36048.11
kroD100.tsp,SemiGreedyRandomInsertion,TwoOpt,22568.05,23266.85,24107.04
kroD100.tsp,SemiGreedyRandomInsertion,NodeSwap,26387.59,28137.04,29503.12
kroD100.tsp,SemiGreedyRandomInsertion,NodeShift,23520.16,25269.99,26660.14
kroD100.tsp,MSTSimple,---,27123.51,27946.21,28359.79
kroD100.tsp,MSTSimple,TwoOpt,22222.72,22710.95,23193.02
kroD100.tsp,MSTSimple,NodeSwap,24634.03,25395.87,26396.59
kroD100.tsp,MSTSimple,NodeShift,23018.80,23569.77,24019.14
kroE100.tsp,NearestNeighbour,---,26387.42,27915.31,29393.06
kroE100.tsp,NearestNeighbour,TwoOpt,22937.70,23479.56,24177.79
kroE100.tsp,NearestNeighbour,NodeSwap,23948.72,25239.16,26514.45
kroE100.tsp,NearestNeighbour,NodeShift,23883.72,24747.97,25815.00
kroE100.tsp,SemiGreedyNearestNeighbour,---,43905.78,46510.41,49836.00
kroE100.tsp,SemiGreedyNearestNeighbour,TwoOpt,22684.81,23852.61,24696.95
kroE100.tsp,SemiGreedyNearestNeighbour,NodeSwap,27028.16,30144.48,32529.59
kroE100.tsp,SemiGreedyNearestNeighbour,NodeShift,25344.50,27514.27,30571.39
kroE100.tsp,CheapestInsertion,---,24778.64,25630.07,26103.29
kroE100.tsp,CheapestInsertion,TwoOpt,23587.73,23868.63,24513.14
kroE100.tsp,CheapestInsertion,NodeSwap,24955.02,25194.57,25482.14
kroE100.tsp,CheapestInsertion,NodeShift,22535.86,23474.22,24208.51
kroE100.tsp,SemiGreedyCheapestInsertion,---,26506.68,28165.18,29673.04
kroE100.tsp,SemiGreedyCheapestInsertion,TwoOpt,23128.97,24123.87,24818.72
kroE100.tsp,SemiGreedyCheapestInsertion,NodeSwap,24311.10,25259.80,26418.28
kroE100.tsp,SemiGreedyCheapestInsertion,NodeShift,22948.00,24439.57,25465.53
kroE100.tsp,SemiGreedyRandomInsertion,---,33340.72,35889.31,37535.88
kroE100.tsp,SemiGreedyRandomInsertion,TwoOpt,23455.60,24088.00,24761.75
kroE100.tsp,SemiGreedyRandomInsertion,NodeSwap,26006.68,28399.92,29702.77
kroE100.tsp,SemiGreedyRandomInsertion,NodeShift,23819.87,25495.39,27300.24
kroE100.tsp,MSTSimple,---,28617.31,30247.20,31098.16
kroE100.tsp,MSTSimple,TwoOpt,22623.17,23212.01,23794.86
kroE100.tsp,MSTSimple,NodeSwap,25210.41,26452.80,27852.05
kroE100.tsp,MSTSimple,NodeShift,23969.00,25094.72,25794.73
lin105.tsp,NearestNeighbour,---,17061.85,19144.46,20590.26
lin105.tsp,NearestNeighbour,TwoOpt,14991.10,15317.03,16200.32
lin105.tsp,NearestNeighbour,NodeSwap,16162.60,18195.00,19646.41
lin105.tsp,NearestNeighbour,NodeShift,15189.53,16047.65,17349.05
lin105.tsp,SemiGreedyNearestNeighbour,---,29217.55,32449.86,35934.94
lin105.tsp,SemiGreedyNearestNeighbour,TwoOpt,15254.65,15630.09,16105.75
lin105.tsp,SemiGreedyNearestNeighbour,NodeSwap,18952.46,20573.64,22363.96
lin105.tsp,SemiGreedyNearestNeighbour,NodeShift,16384.00,18858.21,23729.02
lin105.tsp,CheapestInsertion,---,17044.89,17395.21,17804.19
lin105.tsp,CheapestInsertion,TwoOpt,15598.46,16080.42,16484.59
lin105.tsp,CheapestInsertion,NodeSwap,16293.55,16725.78,17159.23
lin105.tsp,CheapestInsertion,NodeShift,15535.22,15837.50,16170.57
lin105.tsp,SemiGreedyCheapestInsertion,---,18330.85,19299.17,20837.65
lin105.tsp,SemiGreedyCheapestInsertion,TwoOpt,15570.39,15947.82,16459.33
lin105.tsp,SemiGreedyCheapestInsertion,NodeSwap,16394.45,17450.79,18819.97
lin105.tsp,SemiGreedyCheapestInsertion,NodeShift,15871.39,16128.20,16668.40
lin105.tsp,SemiGreedyRandomInsertion,---,21575.62,23837.55,24769.28
lin105.tsp,SemiGreedyRandomInsertion,TwoOpt,14984.43,15731.67,16466.54
lin105.tsp,SemiGreedyRandomInsertion,NodeSwap,19316.98,20176.15,21931.72
lin105.tsp,SemiGreedyRandomInsertion,NodeShift,16830.31,17418.50,18821.85
lin105.tsp,MSTSimple,---,18823.55,19518.41,20011.43
lin105.tsp,MSTSimple,TwoOpt,15190.70,15472.39,15908.39
lin105.tsp,MSTSimple,NodeSwap,16620.57,17584.04,18128.47
lin105.tsp,MSTSimple,NodeShift,16087.92,16328.82,16674.15
lin318.tsp,NearestNeighbour,---,50980.35,52415.58,53519.76
lin318.tsp,NearestNeighbour,TwoOpt,44519.48,45558.59,46433.39
lin318.tsp,NearestNeighbour,NodeSwap,50120.80,51443.29,52648.50
lin318.tsp,NearestNeighbour,NodeShift,46690.48,48078.66,49998.09
lin318.tsp,SemiGreedyNearestNeighbour,---,88843.75,91848.83,94636.39
lin318.tsp,SemiGreedyNearestNeighbour,TwoOpt,45955.11,46832.71,48205.14
lin318.tsp,SemiGreedyNearestNeighbour,NodeSwap,59752.83,61864.48,65405.19
lin318.tsp,SemiGreedyNearestNeighbour,NodeShift,55922.50,57477.43,60074.59
lin318.tsp,CheapestInsertion,---,49393.20,49939.89,50329.80
lin318.tsp,CheapestInsertion,TwoOpt,45304.09,46134.49,47323.32
