problem_name,constructive_heuristic,perturbative_heuristic,best_cost,average_cost,worst_cost
kroB100.tsp,SemiGreedyCheapestInsertion,NodeShift,23681.30,24539.68,25439.61
kroB100.tsp,SemiGreedyRandomInsertion,---,32625.52,34567.53,36274.20
kroB100.tsp,SemiGreedyRandomInsertion,TwoOpt,22965.89,23972.48,25184.66
kroB100.tsp,SemiGreedyRandomInsertion,NodeSwap,26064.05,28977.45,30954.28
kroB100.tsp,SemiGreedyRandomInsertion,NodeShift,25104.43,25845.42,27079.95
kroB100.tsp,MSTSimple,---,25293.02,26158.37,27604.42
kroB100.tsp,MSTSimple,TwoOpt,23069.50,23386.38,23809.09
kroB100.tsp,MSTSimple,NodeSwap,24131.64,25035.78,25665.77
kroB100.tsp,MSTSimple,NodeShift,22609.95,23678.59,24236.17
kroC100.tsp,NearestNeighbour,---,25063.97,26842.81,28781.83
kroC100.tsp,NearestNeighbour,TwoOpt,21940.26,22386.39,22927.05
kroC100.tsp,NearestNeighbour,NodeSwap,23566.88,25548.69,27730.97
kroC100.tsp,NearestNeighbour,NodeShift,22005.19,23640.43,25396.78
kroC100.tsp,SemiGreedyNearestNeighbour,---,39556.80,44568.92,50861.63
kroC100.tsp,SemiGreedyNearestNeighbour,TwoOpt,21369.33,22897.09,24238.54
kroC100.tsp,SemiGreedyNearestNeighbour,NodeSwap,26065.32,28980.57,30924.34
kroC100.tsp,SemiGreedyNearestNeighbour,NodeShift,24135.94,27654.93,29362.69
kroC100.tsp,CheapestInsertion,---,25116.14,25426.00,25694.64
kroC100.tsp,CheapestInsertion,TwoOpt,23801.80,24028.17,24418.60
kroC100.tsp,CheapestInsertion,NodeSwap,24125.13,24549.33,24956.76
kroC100.tsp,CheapestInsertion,NodeShift,22915.97,23071.40,23400.33
kroC100.tsp,SemiGreedyCheapestInsertion,---,25072.95,27439.12,29179.16
kroC100.tsp,SemiGreedyCheapestInsertion,TwoOpt,22179.19,23655.76,24694.58
